,0
4036,The Supreme Court labor case echoes a very different dispute: The battle over gay marriage.  
4037,Gunman ambushes Philadelphia policeman 'in the name of Islam' 
4038, U.S. considers ending program that lures Cuban doctors to defect  
4039,Self-styled militia group joins Oregon occupation:  
4040,"Texas Gov. and Lt. Gov. released details about a terror suspect that were under seal, jeopardizing probe: sources "
4041, U.S. stock markets record worst start to the year in history: Dow and S&amp;P slid about 6 percent for the week
4042, Philadelphia shooter 'does not appear' to be observant Muslim despite citing Islamic State in police attack: Advocacy group
4043,"In Supreme Court labor case, echoes of gay marriage fight "
4044,SCOTUS case challenging public-sector unions echoes very different dispute: gay marriage.  
4045,Suspect in ambush of Philly cop claimed to have pledged allegiance to Islamic State: police  
4046, Chipotle sued for violating federal securities laws over statements on food safety
4047,"Natalie Cole's death due to rare lung disease, heart failure "
4048," White House says Departments of Homeland Security, Justice to establish task force to counter violent extremism in the U.S."
4049,Why Trump's determination to sleep in his own bed every night is raising eyebrows:  
4050,Philadelphia man gets up to 30 years prison for collapse that killed six 
4051,Steven A. Cohen accepts two-year SEC ban on outside money 
4052,"Mexico has recaptured the world's most notorious drug lord Joaquin ""El Chapo"" Guzman:  "
4053,"Security forces repelled 'terror' attack in hotel in Egypt, one shooter killed: Egyptian state TV"
4054,"MORE: Operation to recapture 'El Chapo' Guzman involved Mexican marines, U.S. DEA and U.S. Marshals: Mexican police "
4055,Tech executives to huddle with government on jihadi Internet use 
4056,Two foreign tourists wounded in shooting attack on Egyptian hotel in Hurghada.
4057, Gunmen open fire at entrance to hotel used by foreign tourists in Egyptian city of Hurghada: security sources
4058,"Mexico recaptures drug boss 'El Chapo' Guzman, President Pena Nieto confirms:  "
4059,Mexico recaptures drug boss 'Chapo' Guzman: President Pena Nieto 
4060,Man who shot Philadelphia police officer cited Islam as motive: official 
4061, Texas politicians' public comments about man arrested on 'terror' charges may have jeopardized inquiry: law enforcement sources
4062, Drug kingpin El Chapo has been caught: Mexican President Pena Nieto on Twitter
4063,'Affluenza' mother enters no plea at Texas arraignment 
4064,"A look back at the week around the world, in   "
4065,Candidates often spend long days on the trail and nights in budget hotels - but not Trump.  
4066, A visit to the border of the Korean Demilitarized Zone.  
4067,"Pressure grows on China to end ""business as usual"" with North Korea:  "
4068,Trump sleeps in his own bed and it may cost him:  
4069,What White House officials will discuss with Silicon Valley executives today:  
4070,Two men from Middle East who came to U.S. as refugees arrested on federal terrorism charges in California and Texas: 
4071, Israeli forces kill Arab citizen wanted over Jan. 1 shooting rampage in Tel Aviv: security source
4072,Congressman wants to strip Bill Cosby of his Presidential Medal of Freedom:  
4073,"Islamic State member executes his own mother in Syria, monitor group says:  "
4074,China stays in focus after tumultuous first week of 2016 
4075,Belgium says found possible Paris Attacks bomb factory in December raid:  
4076,Trump likes to sleep in his own bed -- but it may cost him votes:  
4077,Same battles rage on 100 years after first U.S. birth control clinic 
4078,Oregon occupation leader rejects sheriff's bid to end standoff 
4079,"China stocks up after circuit breaker axed, yuan fixed higher  "
4080,Brazil dam burst tailings spill below early estimates  
4081,Hungary PM flags veto of any EU sanctions against Poland  
4082,"Gun owners grill Obama at town hall, NRA sits it out  "
4083,N.Korea boosts frontline troop strength as South readies broadcasts - report  
4084,"Asian shares rally as China drops circuit breaker, firms yuan setting  "
4085,Oil prices move away from 12-year lows as China shares rise  
4086,"Pressure grows on China to rein in North Korea, South launches propaganda barrage  "
4087,China central bank intervening to support yuan via state-owned banks: traders  
4088,"Dow, S&amp;P off to worst four-day Jan start ever as China fears grow  "
4089,Asian shares in for worst week in four years on panic over China 
4090,'National security' related arrest made in Sacramento: official 
4091,Congressman aims to revoke Bill Cosby's Medal of Freedom 
4092,TransCanada legal challenges over Keystone pipeline face long odds 
4093,New U.S. diet rules would take 20 percent bite out of American sugar use 
4094,China markets face make-or-break day as policy dumbfounds 
4095,Obama says won't campaign for any Democrat who doesn't back gun reforms 
4096,Chicago opens law department review after cop shooting mistrial 
4097,"Tech executives, U.S. officials to confer on militants' social media use "
4098,Don't miss our Editor's Choice photos of the day:  
4099,Dow off to worst January start ever as China fears grow 
4100,Congolese boy attacked by chimps will undergo a rare double-lip reconstruction in New York:  
4101,American al Qaeda suspect pleads not guilty as U.S. mulls new charges 
4102,Justice's gay marriage order halts licenses in some parts of Alabama:  
4103,White House officials to meet with tech executives to discuss militants' use of social media  
4104,Kerry says China's approach to North Korea has not worked 
4105,White House says confident acted lawfully in Keystone pipeline rejection 
4106,Twitter responds to first anniversary of Charlie Hebdo attacks - and Donald Trump weighs in:  
4107,House to vote on North Korea sanctions bill 
4108,Platini withdraws candidacy for FIFA presidency 
4109,Renault-Nissan alliance plans self-driving cars over next four years 
4110,Taliban factions divided on taking part in peace process:  
4111,Heaviest air strikes yet rock Yemeni capital Sanaa: residents 
4112,Iran stops doing business with Saudi Arabia as Nimr execution rankles 
4113,"Pizza, rifles and tension: a night inside the Oregon protest.  "
4114,"Looking back at the Charlie Hebdo attack, one year later:  "
4115,Top U.S. House Democrat sees swift North Korea sanctions bill 
4116,"Time Warner Cable says up to 320,000 customers' data may have been stolen:  "
4117,Paris police shoot dead knife-wielding man on Charlie Hebdo anniversary:  
4118,U.S. jobless claims fall from five-month high:  
4119,"Some Taliban factions consider joining peace process, others opposed "
4120,Wall Street has room to bounce back despite the testing start to the year:  
4121,"California shooter's visa record shows routine interview, no flags raised:  "
4122,Stock futures tumble as China allows yuan to fall further raising concerns:  
4123,Defiance among rogue settlers as Israel accuses Jewish youth of murder 
4124,"Man shot by Paris police shouted Allahu Akbar, may have worn suicide belt:  "
4125,California faces pivotal juncture as death-row population swells 
4126,Paris police shoot dead knife-wielding man - police sources: 
4127,Man who tried to enter Paris police station may have been wearing suicide belt - interior ministry
4128,"After split from ally, Hungary's Orban strives to muster media muscle "
4129,Cameron upbeat but poll shows Britons tilting toward leaving EU 
4130," Facebook, Amazon and Microsoft shares down more than 2.5 percent premarket"
4131," Apple shares down 3.2 percent at $97.47 premarket, set to touch lowest level since August 24 'flash crash' "
4132," S&amp;P 500 and Dow Jones futures down about 2.5 percent, Nasdaq futures down about 3.3 percent "
4133,At least 40 killed in attack on police training center in Libya's Zliten: mayor 
4134,"Asia shares slump as China sets yuan lower, triggers circuit breaker  "
4135,Mitsubishi to close U.S. auto plant after failing to find buyer  
4136,South Korea seeks U.S. strategic weapons after North's nuclear test  
4137,"Despite weak start to year, Wall Street stocks have room to rebound  "
4138,China market turmoil pulls Brent oil to levels not seen since 2004  
4139,"China lets yuan fall faster, share trading suspended as prices tumble  "
4140,"China stocks slump 7 percent, triggering circuit breaker  "
4141,"Macy's to cut jobs, shut stores amid weak holiday sales  "
4142,Maduro names young hardliner to run Venezuela's ailing economy  
4143,China goes underground to expand its strategic oil reserves  
4144,Morgan Stanley names Kelleher president; Fleming departs  
4145,China stocks trading halted after rout 
4146,New 'Star Wars' film shatters North American box office record 
4147,"Asian stocks touch three-month low, China woes remain in spotlight "
4148,North Korea test draws threat of sanctions despite H-bomb doubts 
4149,Alabama chief justice orders halt to same-sex marriage licenses 
4150,Oregon occupiers: Not ready to go home quite yet 
4151,TransCanada sues U.S. over Keystone XL pipeline rejection 
4152,"Volkswagen likely to buy back 115,000 cars in U.S: German report "
4153,Griffey Jr. heads Baseball Hall of Fame's Class of 2016 
4154,Twitter pokes fun at North Korea's H-bomb claim:  
4155,Neighbor of San Bernardino gunman pleads innocent to terrorism charge:  
4156,TransCanada launches legal action over Keystone XL rejection 
4157,Baltimore judge orders officer to testify against other officers in second Gray death trial:  
4158,Twitter 10k? Twitterati say save it for 'War and Peace' 
4159,Apple shares drop below $100 for first time since August:  $AAPL 
4160,Experts still doubt North Korea's atomic weapons capability as advanced as Pyongyang claims:  
4161,L.A. County prosecutor declines to file criminal charges against Bill Cosby stemming from two allegations of sexual misconduct.
4162,UBP to pay $187 million to avoid U.S. charges of aiding tax evasion 
4163,Fed raised rates even as inflation debate continued: minutes 
4164, U.S. has determined North Koreans conducted some kind of nuclear test: White House
4165,Alabama chief justice says same-sex marriage licenses should not be issued 
4166,Anger grows in Saudi Arabia's Shi'ite areas after executions:  
4167, Alabama Supreme Court Chief Justice orders state probate judges not to issue same-sex marriage licenses
4168,"Netflix to stream in almost all countries, skips China "
4169,White House says President Obama hopes to speak by telephone with Japanese and South Korean leaders
4170,White House says will talk with China about what role they can play on N.Korea.  
4171,White House says National Security Adviser Susan Rice has spoken to China about North Korea
4172,White House says President Obama discusses N. Korea regularly with Chinese President Xi; says they agree on this issue
4173,White House says it wants North Koreans to end provocative acts and commit to denuclearization
4174,White House says the United States has 'rock solid commitment' to the safety of allies Japan and South Korea
4175,White House says it is 'notable' that China and Russia echo U.S. allies' concern on North Korea
4176,White House Press Secretary Josh Earnest addresses questions on North Korea's claims that it tested a H-bomb. 
4177,White House says any kind of nuclear test is 'provocative and a flagrant violation' of U.N. Security Council resolutions
4178,White House says 'we're continuing the work necessary to learn more' about North Korea's reported test
4179, Initial analysis of North Korea's reported nuclear test not consistent with claims of successful H-bomb: White House
4180,Our top photos from the last 24 hours:  
4181," U.N. Security Council condemns North Korean nuclear test, will begin work on 'measures' to take"
4182, Magnitude of latest North Korean seismic event appears slightly less than one in 2013: nuclear treaty organization
4183,What we know about North Korea's announcement of its first H-bomb test 
4184,Oregon occupiers say they want to help local residents regain rights from federal government  
4185,Islamic State video turns British attention to banned group: 
4186,#JeSuisCharlie: One year later.   
4187,Rouhani shows determination to end embassy attacks in Iran 
4188, A look at North Korea's nuclear ambitions.  
4189,"One year after #JeSuisCharlie, a divided France struggles:  "
4190,China again lands planes on disputed island in South China Sea: Xinhua  
4191,"Republicans blame Obama, urge China to curb North Korea nuclear activity "
4192,North Korea says it successfully tested a miniaturized hydrogen nuclear bomb: 
4193,Pride and power: Why North Korea's nuke test plays to a local as well as a global audience.  
4194,Islamic State threatens to destroy Saudi prisons after executions:  
4195,"No drop in asylum seekers reaching Germany, Berlin says "
4196,VW faces billions in fines as U.S. sues for environmental violations:  
4197,Four oil tanks now on fire at Libyan ports after clashes:  
4198,German police give all-clear over package at Merkel's office:  
4199,North Korea says successfully conducts first H-bomb test:  
4200, U.S. stock futures down about 1.5 percent
4201,"Asia stocks buffeted by China worries, North Korea nuclear test "
4202,Malaysia Airlines resumes checked baggage on Europe routes  
4203,China's Xinhua: North Korea nuclear test runs counter to goal of denuclearisation  
4204,"Brent crude oil gives up earlier gains, loiters near 11-year lows  "
4205,"California prison reforms have reduced inmate numbers, not costs "
4206,"Apple expected to cut iPhone 6S, 6S Plus production - Nikkei  "
4207,"A year after 'Je suis Charlie', a divided France struggles "
4208,North Korea appears to have tested sub-launched missile: South Korean media  
4209,North Korea successfully conducts nuclear test 
4210,North Korea says tested hydrogen nuclear device  
4211,Oregon occupiers want to work with residents; locals critical  
4212,"Asia stocks fall on China yuan, economy worries  "
4213,"Obama, wiping tears, makes new push to tighten gun rules "
4214,Valeant to appoint interim CEO as Pearson remains hospitalized: source  
4215, North Korea conducts hydrogen nuclear test: North Korea TV
4216, Verizon launches auction to sell data centers - sources  
4217,"Baseball's Zimmerman, Howard sue Al Jazeera over doping report "
4218, Philadelphia Phillies player Ryan Howard sues Al Jazeera America over alleged defamation: court filing
4219,Public asked to help close 18-minute gap in San Bernardino probe 
4220,Sanders talks tough about Wall Street and the Fed:  
4221,Mother of 'affluenza' teen accepts extradition to Texas:  
4222, Bernie Sanders takes on Wall Street.  
4223,"Twitter considering 10,000-character limit for tweets: report "
4224,Saudis signal backing for Syria talks despite row with Iran 
4225,U.S. judge orders deposition of Cosby's wife kept under seal 
4226,U.S. West Point academy swears in first woman commandant of cadets 
4227,"Automakers, not Silicon Valley, lead in driverless car patents: study "
4228,Volkswagen struggling to agree fix for U.S. test cheating cars: source 
4229,Mother of 'affluenza' Texas teen waives right to fight extradition 
4230,Obama makes emotional plea in defense of plan to increase background checks for gun buyers:  
4231,Obama becomes emotional as he discusses Newtown during announcement on gun control measures  
4232,Iran says Saudi Arabia cannot cover up 'crime' by cutting ties 
4233,Wall St. muted as investors recover from selloff 
4234,A timeline of the troubled history of Iran-Saudi relations:  
4235,Anti-government militiamen press standoff at Oregon wildlife refuge:  
4236," One U.S. service member killed, two wounded in Afghanistan: report "
4237,MORE: U.S. medevac helicopter responding to wounded U.S. Special Forces down in Afghanistan: report 
4238,"Turkish army kills 14 Kurdish militants, one security officer dead "
4239, U.S. medevac helicopter responding to wounded U.S. Special forces has gone down in Afghanistan: NBC
4240,Southern Yemeni officials survive car bomb attack in Aden 
4241,Militant in Islamic State video believed to be British bouncy castle salesman:  
4242,Six militants who attacked Indian air base now dead: minister:  
4243,Islamic State territory shrinks in Iraq and Syria: U.S.-led coalition 
4244,"Woman, 11 children being held hostage in Georgia motel: reports "
4245,Volkswagen faces billions in fines as U.S. sues for environmental violations 
4246,Islamic State militants target Libya's Es Sider oil port for second day 
4247,British PM Cameron to allow ministers to campaign for EU exit 
4248,Vontobel family affirms commitment to Swiss bank after patriarch's death  
4249,Trump releases first TV ad in 2016 Republican presidential race 
4250,Bodies of 21 migrants found on Aegean coast: Turkish gendarmerie 
4251,Palestinian who stabbed Israeli soldier shot dead in West Bank: army 
4252,"Oil prices fall as weak China data, oversupply drag on markets  "
4253,Asia shares retreat again as China stocks' recovery short-lived  
4254,New Saudi-Iran crisis threatens wider escalation  
4255,"China battles to shore up stocks, yuan after globe-shaking slide  "
4256,Blast near consulate buildings in eastern Afghan city: official 
4257,"Guns N' Roses, LCD Soundsystem, Cavin Harris to headline 2016 Coachella festival  "
4258,"On the campaign trail will Bill, it's all about Hillary "
4259,South China Sea tensions surge as China lands plane on artificial island  
4260,"Oregon activists picked the wrong battle, militia leaders say  "
4261,Wall Street begins year sharply lower after China selloff  
4262,"Asia shares try to stabilize, China edges higher  "
4263, Dalian Wanda clinches deal for Legendary Entertainment - source  
4264,China stocks face moment of truth after unprecedented trading halt  
4265,"Chicago police watchdog beefs up staff, pledges transparency "
4266,"'We are not natural-born enemies of Iran,' Saudi U.N. envoy says "
4267,Arizona pays $3 million in prison teacher rape case 
4268,Locals distance themselves from Oregon refuge occupiers 
4269,"Obama: New gun control measures are legal, could save lives "
4270,Mississippi River crest rolls toward Tennessee; singer's body found 
4271,China lands plane on one of its new island runways in the South China Sea:  
4272," Worst start to the year for Dow since 2008, worst start for S&amp;P 500 and Nasdaq since 2001"
4273," U.S. indexes pare earlier losses, Dow Jones and S&amp;P 500 close down more than 1.5 percent, Nasdaq sheds more than 2 percent"
4274,Oregon refuge occupiers voice ire at U.S. government reach:  
4275,Obama ignites political firestorm by bypassing Congress with new gun measures:  
4276,New York Giants head coach Tom Coughlin stepping down:  
4277,Body of country singer Craig Strickland recovered in Oklahoma: 
4278,Puerto Rico Governor says preparing for legal action from creditors: CNBC 
4279," Saudi Arabia to halt flights, trade with Iran - minister "
4280, New York Giants Coach Tom Coughlin stepping down after 12 years with team.
4281,Body of country singer Strickland recovered in Oklahoma 
4282,"Obama's gun control measures to spark political, legal fights "
4283,Site of massacre in San Bernardino reopens:  
4284, Body of country singer Craig Strickland discovered by Oklahoma officials.
4285,"Site of massacre in San Bernardino, California reopens "
4286,Obama to announce gun control measures 'quite soon': White House 
4287,U.S. files civil suit against Volkswagen for environment violations 
4288,Oregon incident part of a decades-old conflict between ranchers and federal government   
4289," Saudi Arabia says to cut flights, trade with Iran, ban visits:  "
4290,"Quake strikes northeast India, Bangladesh; 11 dead, nearly 200 hurt:  "
4291,"France prepares tribute to Charlie Hebdo, Jewish supermarket victims:  "
4292,FBI seeks peaceful end to occupation at Oregon wildlife refuge:  
4293,Iran says boosting oil exports depends on future demand:  
4294,Twitter reacts as stocks tumble after weak Chinese economic data:  
4295,Britain denounces Islamic State video showing 'spies' shot:  
4296," Saudi Arabia will cut off all commercial ties with Iran, ban its citizens from traveling to Iran: foreign minister"
4297,S&amp;P 500 and Dow extend lossses past 2 percent mark. 
4298,Dow slides 2 percent as China fears trigger selloff:  
4299,"Bernie Sanders action toy slouches, points and raises lots of cash"
4300,Authorities piece together motive in Kansas shooting rampage 
4301,FIFA aims to start afresh with leadership vote:  FIFAelection 
4302,Big turnout as Iran votes to shape post-sanctions era  
4303,Countries should use all levers to support economy: Lew 
4304,Trump's march stirs growing sense of dread among Republicans  
4305,Big verdict doesn't assure more wins for plaintiffs in talc-cancer cases  
4306,China seeks to manage economic reform expectations at G20  
4307,"Gunman kills three in Kansas workplace, shot to death by police "
4308,"Shanghai G20 talks to feature hunt for ways to calm markets, lift global growth "
4309,"Russia, Syrian army pound rebels ahead of fighting halt "
4310,"U.S. to test-fire ICBM amid strategic tensions with Russia, North Korea "
4311,"Asia shares edge higher as G20 meets, oil holds gains "
4312,Brooklyn company flooded with orders for Bernie Sanders action figure
4313,Where migrants are prey - Reuters investigates the migrant crisis
4314,Apple files arguments in court opposing FBI iPhone request 
4315,The high-ranking executives who have taken heat in the FIFA scandal
4316,"BBC culture allowed Savile to commit sex crimes, but no evidence of a cover-up: report "
4317,Nevada governor rules himself out of Supreme Court consideration 
4318,Nevada Governor Sandoval does not want to be considered for high court: Reid aide
4319,FBI and Apple to testify at a March 1 congressional hearing on encryption issues
4320,"FBI director, Apple general counsel to testify March 1: House panel "
4321,"FBI, Apple to testify on encryption before Congress on March 1."
4322,Family of Michigan man charged in Uber shootings know no motive: lawyer 
4323,"BBC culture allowed star to commit sex crimes, but top staff unaware: report "
4324,"U.S. spy chiefs expect continuing problems in Libya, Ukraine "
4325,"U.S. jobless claims up, but trend points to firming labor market"
4326,Apple unlocking case will not be 'trailblazer' for legal precedent: FBI chief 
4327,"Europe shrugs off pre-G20 China stocks slump, sterling steadies"
4328,"BBC bosses unaware of star's sex crimes, but culture flawed - report"
4329,Houston's crude reality: oil 
4330,“We had no food and water. We had to drink our own urine.” Understand migrant lives
4331,Trump versus Rubio and Cruz at Houston Republican debate 
4332,U.N. to announce new round of Syria talks: envoy 
4333,"Evidence on talc cancer risk differs for jurors, researchers"
4334,Ponies and princesses: Hasbro launches charm offensive for girls 
4335,Libya wants Western help in fight against ISIS
4336,Teenager near Tokyo found to have Zika virus after return from Brazil
4337,"Trump's surge confounds rivals, makes him betting favourite"
4338,Unlocking iPhone 'bad for America': Apple CEO
4339,"China stocks tumble over 6 percent, worst loss in a month"
4340,Japan's Sharp decides to accept Foxconn takeover offer: sources
4341,Asian stocks tentative on anxiety over volatile oil 
4342,How one man in New York helped his brother flee Eritrea for Europe
4343,Tim Cook says Apple unlocking San Bernardino iPhone would be 'bad for America'
4344,Spy agencies say Clinton emails closely matched top secret documents: sources 
4345,Unlocking San Bernardino iPhone would be 'bad for America': Apple CEO Tim Cook 
4346,The Washington insiders who work to get Chinese deals approved 
4347,Connecticut prosecutors ask court to order Kennedy kin back to jail 
4348,The Migration Machine: Enter the world of people-smuggling
4349,Iran arrests elderly father of U.S. citizen jailed since October: family statement
4350,Obama vows to move ahead with a Supreme Court nominee
4351,"Three Colorado deputies shot, one killed during gun battle with suspect"
4352,Iranian authorities arrest father of U.S. citizen jailed in Iran since October: family statement
4353,Oregon refuge protesters to be arraigned over armed occupation
4354,Millions of people turned into billions of dollars - and Europe can’t control it
4355,Do you agree with Apple’s decision to oppose a court order to unlock an iphone? See the poll  
4356,Obama to proceed with court nominee despite Republican defiance 
4357,Obama says he is cautious about latest Syria deal
4358,Trump gains first endorsement from member of Congress 
4359,House Republicans ready legal fight against Obama's Guantanamo plan 
4360,Assad tells Putin he's ready to help implement a cessation of hostilities in Syria
4361,France seeks 1.6 billion euros in back taxes from Google
4362,House GOP readies legal action to stop Obama Guantanamo plan
4363,“You will either drown in the sea or die in the desert” – The world of people smuggling
4364,Zika may have been sexually transmitted in 14 cases: CDC -  
4365,"Sony Pictures hackers linked to breaches in China, India, Japan: report "
4366,Facebook launches 'Reactions' worldwide 
4367,Telescope used on Armstrong's moon landing finds new galaxies 
4368,Solid support for Apple in iPhone encryption fight
4369,Nobody counts the dead in the Sahara. @Specialreports gets inside the migrant crisis:  
4370,New York asks SEC to force climate vote onto Exxon proxy
4371,Trump's third straight win has rivals looking for answers
4372,"Asian shares, oil retreat as Saudi plays down output cuts"
4373,Apple's fight with U.S. could speed development of government-proof devices
4374,White House hopeful Trump projected to win Nevada caucus
4375,"Asian shares, oil retreat as Saudi Arabia plays down output cuts  "
4376,Johnson &amp; Johnson must pay $72 million for woman's cancer death linked to talcum powder
4377,"Ben Carson says Obama was 'raised white,' sparking Twitter furor "
4378,Colorado woman convicted of stabbing a pregnant stranger and cutting fetus from her womb:  
4379,Obama makes final attempt to persuade Congress to close Guantanamo
4380,Greece rages at neighbors as fears migrants could be halted 
4381,Colorado woman convicted of cutting fetus from stranger's womb 
4382,Michigan Senate approves $30 million to help pay Flint water bills 
4383,Michigan Uber driver switched cars during deadly shooting rampage 
4384,"As Obama announces his plan to close Guantanamo, a look inside the prison"
4385,McConnell: Senate won't OK any Obama Supreme Court nominee 
4386,"Republican Rubio seeks boost in Nevada, but Trump dominates polls "
4387,"Plan to close Guantanamo has 13 U.S. prison sites, costs up to $475 million "
4388,Hunt for foreign assets pits Japan Inc vs China
4389,"Housing recovery, unseasonable weather drive Home Depot results "
4390,"Deutsche Boerse, London Stock Exchange in merger talks - sources"
4391,Magazine publisher Time Inc considering merging with Yahoo: Bloomberg
4392,"Risk rally fades as stocks, oil slip back into the red"
4393,Democratic race gets angry: Elections 2016 
4394,Michigan attacks may renew scrutiny of Uber vetting processes
4395,Syrian govt. accepts halt to 'combat operations' in line with U.S.-Russian plan 
4396,"Rubio gets boost from Republican endorsements, Cruz missteps"
4397,Google is shuttering Google Compare
4398,Female genital 'nicks' should be legal: gynecologists  
4399,Asian shares surrender gains as oil prices retreat  
4400,Google is shuttering Google Compare: Wall Street Journal  
4401,Asian shares gain on commodity recovery hopes 
4402,Cruz fires spokesman after video falsely shows rival Marco Rubio dismissing the Bible.  
4403,Scalia lauded as shorthanded SCOTUS returns to work
4404,Michigan Uber driver charged with killing six people admits to fatal shootings
4405,Bail denied for Michigan Uber driver charged with killing six
4406,"Clinton, Sanders race takes on angrier tone after Nevada "
4407,Top tech official at hacked U.S. personnel agency retires under pressure 
4408,"Producer Dr. Luke says the #FreeKesha campaign is a ""trial by Twitter"""
4409,Ted Cruz has asked for communications director to resign: media 
4410,Cruz asks communications director to resign after video falsely depicting Rubio comments
4411,U.S. and Russia announce plans for ceasefire in Syria that would take effect on Saturday
4412,"Michigan Uber driver does not enter plea at arraignment, says he prefers to ""remain silent."""
4413,Court denies bail for Michigan Uber driver charged with shooting spree that killed six
4414,How Islamic State in Mosul manipulates the exchange rate between US dollars and Iraqi dinars  
4415,Kalamazoo massacre renews interest in how Uber vets its drivers
4416,U.S. businessman jailed in Iran breaks hunger strike
4417,Rubio takes Wall Street
4418,Chief Justice pays tribute to late Supreme Court colleague Scalia
4419,Uber driver suspected of fatally shooting six to be arraigned in Michigan 
4420,San Bernardino victims to oppose Apple on iPhone encryption 
4421,Apple urges government to form commission on encryption issues
4422,Pipeline fight sends woes downstream
4423,Allergan reports higher-than-expected fourth-quarter revenue 
4424,Republican Marco Rubio winning Wall Street fundraising race 
4425,Swedish lawyers ask court to overturn Julian Assange's arrest warrant
4426,"As U.S. shale sinks, pipeline fight sends woes downstream"
4427,Up to 90 million more Takata airbag inflators may face U.S. recalls
4428,Haryana protesters keep up blockade; Delhi water restored  
4429,HSBC says SEC is probing its Asia hires  
4430,HSBC says SEC probing its hiring practices in Asia 
4431,"Samsung, LG unveil new devices in bid for smartphone recovery "
4432,U.S. rejected North Korea peace talks offer before last nuclear test
4433,"Defying Cameron, London Mayor Boris to campaign for British exit from EU "
4434,Rubio sharpens attacks after latest Trump win in White House race 
4435,Wealthy donors drawn to Rubio White House bid after Bush drops out 
4436,Missing radioactive material found dumped in south Iraq 
4437,"After Nevada, Sanders faces struggle to broaden appeal  "
4438,Nadal dumped from Rio semi-finals by Uruguayan battler  
4439,"Six people killed in random Michigan shootings, suspect in custody "
4440,Late Russian anti-doping agency boss was set to expose true story
4441,Trump thanks South Carolina  
4442,Trump addresses his supporters 
4443,"Bush suspends his campaign, CNN reports"
4444,"""Thank you, Nevada"" -- Clinton  "
4445,Sanders concedes to Clinton
4446,Slideshow: GOP battle in South Carolina  
4447,"Fox News, NBC and AP all call South Carolina for Trump "
4448,"""The future we want is in our grasp"": Hillary Clinton  "
4449,Live from Clinton's Nevada campaign headquarters 
4450,How Egypt's changing culture led one emigre to Trump 
4451,Sanders and Clinton even at 50 percent in Nevada with 13% precincts reporting  
4452,"Trump has a 5 point lead over Cruz in SC, according to NBC/WSJ/Marist poll"
4453,Clinton won't release transcripts of paid speeches until other candidates do
4454,Nevada will be a test of Bernie Sanders appeal to minority voters  
4455,Two abducted Serbs killed in U.S. Libya raids on Islamic State 
4456,"What happened to Jeb Bush, anyway?"
4457,Scalia funeral quietens U.S. Supreme Court battle
4458,Democrat Sanders looks to prove minority appeal in Nevada 
4459,China replaces Xiao Gang as securities regulator head  
4460,Pressure grows on Hillary Clinton to release Goldman Sachs speeches  
4461,"Oregon occupier freed from jail, barred from contact with husband  "
4462,Canada likely to aid struggling Bombardier
4463,Common mobile software could have opened San Bernardino shooter's iPhone  
4464,Focus sharpens on Fed after hot inflation data 
4465,U.S. ramps up Apple fight with new filing in iPhone unlocking case
4466,Trump calls for boycott until Apple unlocks shooter's phone 
4467,"Under fire by investors, Yahoo takes steps for possible sale"
4468,"Most Americans want Obama to nominate Scalia's replacement, says poll.  "
4469,U.S. files motion to force Apple to obey iPhone order
4470,Where will the oil money go if Jeb Bush bleeds out?
4471,U.S. government files motion seeking court order to compel Apple to assist in unlocking iPhone of San Bernardino shooter
4472,This is how Twitter reacted to news of the death of Harper Lee:  
4473,Several witnesses in Shkreli case are worried about retaliation: U.S. prosecutors.  
4474,Israeli security forces shoot dead three Palestinian assailants in separate incidents
4475,"Vatican to Trump: It's not 'personal,' it's religion"
4476,"Oil industry bet big on Jeb Bush for president, Reuters review shows. Now what?"
4477,@breakingviews says the Fed is playing with fire on bank capital. Find out more
4478,U.S. may conduct air strikes against Islamic State in Libya again - Pentagon spokesman. 
4479,This is the broken labor broker business
4480,“These brokers are outside anyone’s control.” A Reuters investigation
4481,"Pope's ""not Christian"" comments on Trump weren't a personal attack: papal spokesman  "
4482,Pope's comments on Trump not a personal attack: papal spokesman 
4483,"Greece may block EU summit conclusions, complicating Brexit, migrant talks"
4484,Insults are flying as political name-calling gets ugly. Watch for more
4485,"UPDATE: Pope's comments on Trump should not be seen as a personal attack, nor an indication of who to vote for - Papal spokesman"
4486,Firming U.S. inflation keeps Fed rate hike on the table
4487,This is what Biden thinks Obama should do on SCOTUS pick
4488,"U.S. aircraft hit Islamic State militants in Libya, more than 40 dead"
4489,Apple's encryption fight: A matter of free speech?
4490,Stocks knocked back as oil rally falters
4491,Google accounts show 11 billion euros moved via low tax 'Dutch sandwich' in 2014
4492,Texas judge set to send 'affluenza' teen's case to adult system 
4493,"Aircraft strike Libya's Sabratha city, 40 killed: local official "
4494,What are PM Cameron's key battles in Brussels? Here's a handy guide
4495,Apple likely to invoke free-speech rights in encryption fight
4496,China's yuan eases; PBOC data suggests major intervention in January  
4497,Asian shares slip from three-week high as oil rally reverses  
4498,Oil prices fall on oversupply concerns after U.S. crude stocks hit record  
4499,"Trump says it's ""disgraceful"" for the pope to question his faith"
4500,Wisconsin blocks federal funds from reaching Planned Parenthood 
4501,Study says Islamic State's English-language reach on Twitter has stalled in recent months
4502,Key U.S. lawmaker suggests openness to encryption legislation after Apple order 
4503,Top New York law officials call Apple's encryption stance irresponsible 
4504,U.N. aims to air drop food to IS-besieged city in eastern Syria 
4505,Republicans fume over Obama's trip to Cuba
