,0
4043,"At the bank, I told the cashier, ""I'd like to open a joint account please."" 
Cashier: ""OK, with whom?"" 
Me: ""Whoever has lots of money."""
4044,You never realize what you have till its gone... Toilet paper is a good example.
4045,First rule of gun safety: Don't piss me off.
4046,"Before you wed that lawyer, remember you're about to marry someone who's been professionally trained to argue."
4047,"How do you know an Asian broke into your home? Your dog has been eaten, math homework's done, and he's still trying to leave your driveway."
4048,"What are the pros and cons of wearing two watches? On one hand, you have a watch, but on the other hand, you have a watch."
4049,I had to take the batteries out of the carbon monoxide detector last night. The loud beeping was giving me a headache and made me feel dizzy
4050,9 out of 10 doctors recommended for children to drink water instead of soda. That 1 doctor lives in flint michigan
4051,"Girlfriend: ""I'm sick of you pretending you're a detective. I think we should split up.""
Me: ""Good idea. We can cover more ground that way."""
4052,"My Dad got a new pair of pants. When I asked him how they fit, he said, ""like a cheap castle"". When I looked confused he said, ""no ballroom"""
4053,The other day a clown held the door open for me. It was a nice jester.
4054,I beat a black belt at karate. My next challenger is a green sock.
4055,"A local movie theater was robbed of $600 worth of merchandise. The suspects stole 3 medium popcorns, 1 bag of skittles and 4 small diet cokes."
4056,"What did one butt cheek say to the other? If we stick together, we can stop this shit."
4057,Did you see that Sargento Cheese is going to stop selling shredded cheese? They're trying to make America grate again
4058,How do you know Justin Bieber is Canadian? Only a Canadian could get a #1 on Billboard with a song called Sorry.
4059,Will glass coffins be a success? Remains to be seen.
4060,What does a turtle and a pedophile have in common? They both want to get there before the hare does.
4061,I was wondering what my parents did without the internet. None of my 13 siblings could tell me
4062,"My girl caught me blowing my dick with the air dryer, and asked what I was doing. Apparently, ""Heating your dinner"" wasn't a good answer."
4063,"When Alexander Graham Bell finally finished inventing the telephone, he had 3 missed calls from Chuck Norris."
4064,"I went to a restaurant yesterday and the waitress had a black eye. When I ordered I spoke very slowly, because clearly she didn't listen well."
4065,9 years ago I asked the girl of my dreams out on a date. Today I asked her to marry me. She said no both times.
4066,What does Arnold Schwarzenegger call a colonoscopy? A Cameron Diaz #SayItOutLoud
4067,Three people having sex is called a threesome and four people having sex is called a foursome. I guess that's why everyone calls me handsome!
4068,"""Son, I don't think you're cut out to be a mime."" ""Was it something I said?"" Asks the son. ""Yes."""
4069,What's the difference between boy scouts and Jews? Boy scouts always come back from camp!
4070,What's the best thing about being black? Not having to listen to awful dad jokes.
4071,Why did the chicken cross the basketball court? He heard the ref was blowing fouls
4072,Do special ed teachers mark late students as tardy?
4073,What's the difference between Bill Cosby and a Rap artist? The art
4074,Why are Mike Tyson's eyes always red after sex? Pepper Spray
4075,My wife told me I'm not allowed to impersonate a flamingo anymore. I had to put my foot down.
4076,"My girlfriend peed her pants and asked me if she was still beautiful. I told her, ""urinate out of ten."""
4077,"I bought the world's worst thesaurus yesterday. Not only is it terrible, it's terrible."
4078,My lesbian neighbors got me a Rolex for Christmas. I guess they misunderstood when I said I wanna watch.
4079,"I'm getting a little tired of these people coming to my door telling me I need to be ""saved"" or ""I'll burn""... Stupid firefighters."
4080,What kind of organization is Atheism? Non-prophet.
4081,"I told my wife we can have sex or go see Star Wars, she said, I'm on my period and Star Wars is sold out. She pulled some strings and got me in."
4082,"My friend asked me if the new Star Wars was in 3D. I said, yes, but they R2D2."
4083,What's the rudest type of Elf? The GofuckyoursELF
4084,Abortions are so fun. It really brings out the kid in you
4085,5 out of 6 scientists say Russian Roulette is safe.
4086,What do you call cows that don't have a sense of humor? Feminists.
4087,Why do Indians hate snow? It's white and it's on their land.
4088,I'm 36 but have the body of an 18-year-old.  The police are pretty upset about it.
4089,I got arrested for killing a black man. They charged me with impersonating a police officer.
4090,"""Mom? Don't freak out, but I'm in the hospital."" ""Bob, you've been a doctor for 8 years now, stop starting every call we have with that."""
4091,"Won the lottery for a million dollars today so I decided to donate a quarter of it to charity. I now have $999,999.75"
4092,Why do midgets make bad parents? Cause they struggle to put food on the table
4093,"G/f left a note on the fridge. ""It's not working. Can't take it anymore."" Opened the fridge and the light came on. What the hell did she mean?"
4094,My favorite sexual position is the JFK. I splatter all over her while she screams and tries to get out of the car.
4095,Why was the 6 month old African baby crying? It was having a mid life crisis
4096,"3 men are on a boat. They have 4 cigars, but nothing to light them with. They throw a cigar overboard and the boat becomes a cigar lighter."
4097,What do you call cows that have a sense of humor? Laughing stock.
4098,What do you call a singing laptop? A Dell
4099,I have a phobia of over engineered buildings. It's a complex complex complex.
4100,"When life gives Charlie Sheen lemons, he fucks them and gives them lemon-aids"
4101,"My girlfriend said to me ""sex is better on vacation"". That wasn't a very nice postcard to receive."
4102,What's the worst animal to play cards with? A cheetah. Because it'll rip your face off.
4103,"My wife told me to take a spider out instead of killing it. We went and had drinks. Cool guy, wants to be a web designer."
4104,I like my puns like I like my sausages. The wurst ones are the best.
4105,I almost got raped in jail. My family takes monopoly way too seriously.
4106,My doctor diagnosed me with cancer and Alzheimer's. At least it isn't cancer.
4107,What's the difference between American teenage girls and Muslim teenage girls? American teenage girls get stoned BEFORE they have sex.
4108,What should you do when life gives you melons? Get tested for dyslexia.
4109,The girl I lost my virginity to was retarded. I wanted my first time to be special.
4110,"Rick Astley will let you borrow any movie from his Pixar collection, except one. He's never gonna give you Up"
4111,How many ants does it take to rent a house? Ten ants
4112,What's 18 inches long and makes women scream at night? Crib Death.
4113,What did the Mexican Firefighter name his twin sons? José and Hose B
4114,I tried to sue the airport for misplacing my luggage. I lost my case.
4115,Why do pediatricians get so frustrated? They have very little patients.
4116,"What do prime numbers and stoners have in common? The higher they are, the more spaced out they get"
4117,I'm addicted to having money in the bank. I really do suffer from withdrawals.
4118,You hear about the newest member of the X-Men? Caitlyn Jenner
4119,My boss said he's going to fire the employee with the worst posture. I've got a hunch it might be me.
4120,Where would you park your camel? The Camelot.
4121,What did the vampire say to the teacher? See you next period!
4122,What do you call a teacher that doesn't fart in public? A private tooter.
4123,"Crocodiles can grow up to 20 feet, but most have just four."
4124,"Mike Tyson was arrested for beating up a pizza waitress. As he was finish eating, she asked ""You wanna box for the rest of your pizza?"""
4125,"There's two fish in a tank. One turns to the other and says 'You man the guns, I'll drive'"
4126,Damn girl are you a smoke detector? Because you're super annoying and won't shut up
4127,What do you call a dictionary on drugs? High definition.
4128,"I went to the doctor and he said ""don't eat anything fatty."" I asked "" no bacon? No steak?"" He replied ""No fatty, just don't eat anything! """
4129,Why do pencils shave? To look sharp.
4130,"A mexican magician told the audience he'll disappear on the count of three. He said ""Uno, dos"" *POOF*. He disappeared without a tres."
4131,"I want to tell a joke about Steve Jobs, but won't because it's not PC."
4132,Life is like a box of chocolates; it doesn't last as long for fat people.
4133,"To the guy in the wheelchair who stole my camouflage jacket...You can hide, but you can't run."
4134,A Japanese man once tried to fake his own death. His family didn't bereave him.
4135,What's Gordon Ramsay's favorite movie? IT'S FUCKING FROZEN
4136,"I, for one, like Roman Numerals"
4137,What is the difference between a well dressed man on a unicycle and a poorly dressed man on a bicycle? Attire
4138,Unfortunately I lost my Korean friend the other day. So Yung. She was my Seoul mate.
4139,"Thank you, student loans, for helping me get through college. I don't think I can ever repay you."
4140,"I hate those people who knock on your door and tell you how you need to be ""saved"" or you'll ""burn."" Stupid firemen"
4141,Moses was the first person to use Control-C as a shortcut.
4142,What's the difference between Dubai and Abu Dhabi? People in Dubai don't like the Flintstones but people in Abu Dhabi doooooo.
4143,I like my women how I like my bicycles. Chained up in the garage and two tired for movement.
4144,"The Dentist says, ""When was the last time you flossed?"" The Patient replies, ""You should know, you were there!"""
4145,How did Rihanna find out Chris Brown was cheating on her? She found another women's lipstick on his knuckles.
4146,My grandfather had a stroke this week. He saw a picture of my grandmother when she was younger and couldn't help himself.
4147,What kind of water do you put into a waterbed? Spring water
4148,"Here's a FedEx joke - actually, you'll get it tomorrow"
4149,Why are 9/11 victims the best readers? They can go through 94 stories in seconds!
4150,"A cop pulled over a Rabbi on Yom Kippur and said ""hey you were speeding"". The Rabbi replied ""no, I'm fasting""."
4151,"If I got $1 every time a woman said I was't her type, I'd be her type."
4152,"When I get mad I count down from ten out loud. I was arrested, the cops mistook me for a bomb."
4153,Dave drowned. So at the funeral we got him a wreath in the shape of a lifesaver. It's what he would have wanted.
4154,"I received an email from Google. It said, ""At Google Earth we can read maps backwards "" I thought, ""That's just spam."""
4155,"My ex wife died so to honor her, I poured a fine, 12 year old bottle of scotch on her grave. But first I filtered it through my kidneys."
4156,Why did the computer crash? Because it had a bad driver!
4157,What do you call a terrorist's girlfriend?  A Guantanamo Bae
4158,What does the sign of an out of business brothel say? Beat it. We're closed.
4159,Why are there no transvestites in space? Because there is zero drag.
4160,America is going to suffer if Donald Trump becomes president. You could say they are going toupée for it.
4161,"A policeman knocked on the door and said, ""It looks like your wife has been in an accident..."" I said ""Yes but she has a great personality!"""
4162,"I remember the last thing my grandfather said to me before he kicked the bucket... ""How far do you think I can kick this bucket?"""
4163,"What's the difference between a 'hippo' and a 'Zippo'? One's really heavy, and the other's a little lighter."
4164,How's Donald Trump going to get rid of all the Mexicans? Juan by Juan.
4165,I threw a party for people who can't ejaculate. Nobody came.
4166,Why is Def Leppard the best band to listen to while driving? Because you only need one arm to drum along
4167,I'm really pleased with my new fridge magnet. So far I've got eight fridges.
4168,"Have you ever seen Puns: The Musical? If not, you really should. It's a great play on words."
4169,Why did the cyclops quit teaching? He had only one pupil.
4170,What was Spiderman's major in college? Web Design
4171,"It may be illegal to steal kitchen utensils, but what can I say? I'm a whisk taker"
4172,How do you blind an Asian woman? Put a windshield in front of her.
4173,Did you hear about the pessimistic German vegetarian? He feared the wurst
4174,I hate when people ask me what I'm see myself doing in 5 years. Its not like I have 2020 vision.
4175,What does Donald Trump tell Barack Obama supporters? Orange Is The New Black
4176,Anyone need a job? I hear Malaysia Airlines is looking for people.
4177,Jared Fogle of Subway started and ended his career the same way. Trying to get into smaller pants.
4178,"A waiter walks up to a table full of Jewish women dining and asks ""ladies, is anything ok?"""
4179,Diarrhea must be hereditary because it runs in your jeans.
4180,Did you know humans are born with four kidneys? Two of them grow into adult knees.
4181,What did the depressed ghost say to the psychiatrist? Thanks for lifting my spirits.
4182,Why did 10 die? Because he was in the middle of 9/11
4183,Hear about the baby with AIDS?  It never gets old
4184,"Why does Beyonce say ""To the left, to the left""? Because black people have no rights."
4185,"Geno Smith went to throw a punch back, but it was short a few yards."
4186,What does idk stand for? Literally everyone I ask says they don't know.
4187,"I hate it when homeless people shake their change cups at me. I get it, you have more money than me. No need to be a dick about it."
4188,I seriously hate it when a couple starts having an argument in front of you. They could have least waited until I got dressed and left.
4189,"Can you believe that my neighbor knocked at my door at 2AM!? Luckily, I was up playing my drums."
4190,"Two blondes fell down a hole. One said, ""It's dark in here isn't it?"" The other replied, ""I don't know; I can't see."""
4191,Today someone was killed with a starter pistol. Police think it might be race related.
4192,"I know a lot of jokes about unemployed people, but none of them work"
4193,"Somebody actually complimented me on my driving today. They left a note on the windshield. It said, ""Parking fine"", so that was nice."
4194,"""You miss 100% of the shots you don't take""...is terrible advice for a recovering alcoholic."
4195,"When my employer asked if I had a criminal record I guess ""highest number of robberies in an hour"" wasn't the answer he was looking for."
4196,Why do only 9/10 dentists recommend Crest toothpaste? The last dentist is busy killing a lion.
4197,What do you call a marine who can't swim? A submarine.
4198,Several toilets were stolen last night. Police say they have nothing to go on.
4199,"Is the KKK a good source of Potassium? Yes, because they're all bananas."
4200,"My boss said ""You're the worst fucking train driver ever. How many trains have you derailed to date?"" I replied ""It's hard to keep track."""
4201,Why does a milking stool only have three legs? Because the cow has the udder.
4202,50% of Japanese doctors have Cataracts. The other 50% drive Rincolns.
4203,"My wife told me she wanted the body of a stripper, but she screamed when I brought her one."
4204,My friend really changed when she became a vegetarian. It's like I've never seen herbivore.
4205,I've finally stopped drinking for good. Now I drink for evil
4206,What did the Indian boy say to his mom before he left? Mumbai
4207,What concert ticket costs 45 cents? 50 Cent featuring Nickelback
4208,Why did the guitarist go to jail? For fingering A minor
4209,Why do fish live in salt water? Because pepper makes them sneeze.
4210,This joke is so dark that I hope it doesn't get shot by the police.
4211,My doctor asked if I drink to excess. I told him I'll drink to anything.
4212,"I was going down on this chick when I noticed her pussy tasted like horse semen. I stopped and said ""Oh, so that's how you died, Grandma."""
4213,"My gf broke up with me, saying ""You believe you're a Transformer. It's stupid."" I said, ""But, I can change!"" She said, ""There you go again!"""
4214,"Never have unprotected sex with a cannibal. next thing you know, you'll have a baby in the oven."
4215,I suggested to my wife that she'd look sexier with her hair back. Which is apparently an insensitive thing to say to a cancer patient.
4216,What do you call a bear in the rain? A drizzly bear.
4217,They are the nosiest type of pepper. They are always jalapeño in your business
4218,Pretty soon the only place you will be able to buy a Confederate flag will be the black market. Oh the irony.
4219,What is the capital of Greece? About £10
4220,Why do girls always get mad when I try to read their shirts? It's not my fault I'm blind.
4221,I started an emo salsa band. We're called Hispanic at the Disco
4222,If Donald Trump gets elected president there's gonna be hell toupée.
4223,Did you hear about the woman who got attacked by a gang of mimes? They performed unspeakable acts on her.
4224,Did you hear about the mathematician who's afraid of negative numbers? He'll stop at nothing to avoid them.
4225,What do you do if your kids start smoking? Take them out of the oven.
4226,Why is the hipster sweating? Because he wore a scarf before it was cool.
4227,I thought my vasectomy would keep my wife from getting pregnant. But apparently it just changes the color of the baby.
4228,Why don't dentists display their awards? Because they want to prevent plaque build-up.
4229,Why did Jon Snow stand in line for 6 hours at the Apple Store? For the watch
4230,Why should you always bring a bag of chips to a party? In queso emergency.
4231,What do scientists and vegetables have in common? Stephen Hawking
4232,I recently got sick at the airport. My doctor says it's a terminal illness.
4233,If you have a bee in your hand what do you have in your eye? Beauty. Beauty is in the eye of the beholder.
4234,I ended up in jail the other night and the guys across from me had glued themselves together. It was very con-fusing.
4235,It's crazy how sexist the postal service is. I guess that's natural with such a mail dominated industry.
4236,I got arrested the other day for holding a little girl's hand. They wanted to know where the rest of her body was
4237,"My friend thinks he's smart. He told me an onion is the only food that makes you cry, so I threw a coconut at his face."
4238,There's no reason to be tailgating me when I'm doing 50 in a 35...and those flashing lights on your car look stupid.
4239,How do you piss off a female archaeologist? Give her a used tampon and ask her what period it came from.
4240,I've recently developed a severe phobia of elevators. I'm taking steps to avoid them.
4241,What's the difference between a Penis and a paycheck? After five years your Wife will still blow your paycheck.
4242,What do you call an Irishman who bounces off of walls? Rick O'Shea.
4243,What happens to lawyers after they die? They lie still.
4244,I lent a hot girl my umbrella yesterday. That takes the number of girls I've made wet this year to -1.
4245,I saved a bunch of money on my car insurance by switching....to reverse and leaving the scene.
4246,A cannibal passed his friend in the woods.
4247,What is E.T. short for? So he can fit on a spaceship.
4248,My wife gave me a brochure on anger management the other day. I lost it.
4249,The only B word you should call a girl is Beautiful. Bitches love to be called Beautiful
4250,"A suicide bomber says to his apprentice: ""Watch carefully I can only do this once!"""
4251,What do you call a vehicle with no fuel in Africa? Outtagascar
4252,How do you keep a blonde busy for years? Tell her to count the stairs on an escalator.
4253,Why does Kim Jong Un love books. Because he's the glorious Reader
4254,Why did the pig buy flour and sugar? He felt like bacon.
4255,Hao Long is a Chinese name.
4256,What kind of weed do reptiles smoke? Mariguana.
4257,What is a ghost's favorite type of porn? Booooookake
4258,I like my women like I like my coffee. Hot and all over my crotch.
4259,What do they call spiders in the Middle East? Iraqnids
4260,Why do blind people walk their dogs so much?
4261,My math teacher called me average. How mean!
4262,"What did 50 cent say to his grandma when she gave him a scarf for Christmas? Gee, you knit?"
4263,"I went to the library. I said,""Can I borrow a book about suicide?"" The guy said,""We did have one, but we never got it back."""
4264,"I was in bed with a blind girl and she said that I had the biggest penis she had ever laid her hands on. I said, ""You're pulling my leg."""
4265,Why do porn stars hate driving? Because people always pull out infront of them.
4266,Did you hear the latest joke about Baltimore? It's a riot
4267,I was walking by a car filled with black people. They locked the door when i came near. I felt like a bad ass until I realized it was my car
4268,"An old lady in front of me dropped $20 and I thought, ""What would Jesus do?"" So I turned it into wine. I bought wine."
4269,What type of blood does a keyboard have? Typo
4270,"What did the doctor say to the angry midget? ""I'm going to ask you to be a little patient."""
4271,What's the difference between being hungry and being horny? Where you put the cucumber.
4272,I'm sick to death of cocaine dealers always sticking their business in other people's noses.
4273,Why were the Paul Walker jokes removed from the Bieber Roast? Paul Walker has already been roasted.
4274,I just finished designing a website for an orphanage. There isn't a home page
4275,Why do Native Americans hate snow? Because it's white and settles on their land.
4276,What do Iron man and Sarah Palin have in common? They both had a little Downey inside of them.
4277,What musical group is Jesus most afraid of? Nine Inch Nails
4278,My roommate's diary says I have boundary issues.
4279,I was involved in a violent mugging this morning. On the plus side I did make $43 and I think the watch looks really good on me.
4280,"I told my wife I lost 10 lbs in one hour. ""No way. That's impossible!"" she said. ""Trust me,"" I said, ""I have no idea where our baby is."""
4281,What if a butterfly got a tramp stamp of a trashy white girl?
4282,I got fired for sticking my dick in the pickle slicer at work. She got fired too. Sorry for gherkin your chain.
4283,Why does Dr. Pepper come in a bottle? Because his wife is dead.
4284,Why are cars faster than motorcycles? Because motorcycles are two tired.
4285,When I was a kid I thought I had a Chinese friend. It turns out it was just my imaginasian
4286,"How many McDonald's workers does it take to change a light bulb? None, because they can't climb the ladder."
4287,Crazy ex-girlfriends are like a box of chocolate. They both kill your dog
4288,"""What do cannibals like to eat on St. Patrick's Day? Corn Beef and Cabbage Patch Dolls!"""
4289,"""How do construction workers remember their tasks? They drill them into their head!"""
4290,"""What did one lesbian ghost say to the other? I like your booooooobs"""
4291,"""What is Luke Skywalker's favorite coffee place? Java the hut!"""
4292,"""Want to hear a joke about jalapeno poppers? Probably not because it's too queso fresco!"""
4293,"""What did the pervert olive say to the sexy olive? I hope you take olive your clothes off!"""
4294,"""What did Rick Astley say to his virginity? Never gonna give you up!"""
4295,"""Why did the fat guy say to the midget? Don't be short with me or I'll eat you!"""
4296,"""What did the cat say to the dog. You're purrrrfect!"""
4297,"""Two Mexicans walk into a bar. One of them goes ""Dios Mio that bar hurt!"""
4298,"""Why did the bread cross the road. Because it was yeasty!"""
4299,Tomorrow I am going to open the time capsule I buried as a kid. I can't wait to see how big my puppy got.
4300,"A priest walks into a hotel and says ""I hope the porn is disabled."" The front desk guy replies ""It's just regular porn you sick fuck."""
4301,"People always ask 'how do you cope with erectile dysfunction'? Honestly, it's not that hard"
4302,"I´m at the ATM when a robber holding his gun at my back asks: do you want to see your family again? I said ""no"". We both had a good laugh."
4303,"A dark skinned lady named Betty goes to the butcher and asks for some beef. The butcher replies: ""Nooooo Black Betty, ham or lamb!"""
4304,I saw a poor old lady fall over today on the sidewalk! At least I presume she was poor - she only had $1.20 in her purse.
4305,"My dad was fired from his job in road work for theft. I didn't believe it at first, but when I got home all the signs were there."
4306,"Whoever stole my Microsoft Office, I'm coming after you. You have my word"
4307,"A vulture gets on a plane carrying two dead raccoons. The flight attendant says, ""Sorry sir, only one carrion item per passenger."""
4308,"What do sprinters eat before a race? Nothing, they fast."
4309,Tell a girl she's beautiful and she'll remember it for days. Tell a girl she's fat and she'll always remember because an elephant never forgets.
4310,Where do atheists donate their money? Non Prophet Organizations
4311,"1/3 Of people live next to a pedophile. Not me though, I live next to two really hot ten year old's!"
4312,Are you from Ireland? Cause when I look at you my penis is Dublin.
4313,There's a new TV show about a plane hijacking. They just shot the pilot last week.
4314,RIP boiling water. You will be mist.
4315,"Why is there no black character in the game ""Clue""? Because then it would be called ""Solved."""
4316,"I started carrying a knife after an attempted mugging a few years ago. Since then, my mugging attempts have been a lot more successful."
4317,Did you hear about the Italian chef that died? He pasta way. We cannoli do so much. His legacy will be a pizza history.
4318,Why are gay men always first to check-out of a hotel? They had their shit packed the night before.
4319,"Capitalization can really change a sentence. For example:
I love to eat candy.
I love to eat capitalization. 

"
4320,How does a black woman know she's pregnant? When she pulls out her tampon the cotton's been picked.
4321,You gotta hand it to short people because they can't reach it
4322,"When a maple syrup producer sees a maple tree they don't own, do they think ""I'd tap that""?"
4323,"Why are male bathrooms on the left, and female bathrooms on the right? Because women are always right, even when they're full of shit."
4324,Did you hear the one about the three deep holes in the ground? Well? well? well?
4325,I was at the ATM when an old lady came up to me and asked to check her balance so I pushed her over.
4326,Did you ever hear about the Lucky Charms leprechaun's evil twin? He was tragically malicious.
4327,"I asked a Chinese girl for her number. She said, ""Sex! Sex! Sex! Free Sex tonight!"" I said, ""Wow!"" Her friend said, ""She means 666-3629."""
4328,What do you do if your baby comes out black? Cook the next one on a lower temperature.
4329,What's the difference between a garbanzo bean and a chickpea? I've never paid $300 bucks to have a garbanzo bean on my face.
4330,Where does a dog go when he loses his tail? A re-tail store
4331,What becomes shorter when you add 2 letters? Short
4332,A falling battery killed a man today. It was charged with murder.
4333,What's the best part about fucking twenty-eight year olds? They're twenty of them.
4334,"My black friend asked me if there's a colored printer in the library. I said ""Shit man, it's 2015 you can use whatever printer you want!"""
4335,My wife was happy when I told her I put a load in the dishwasher until 9 months later when Consuela's baby came out looking just like me!
4336,What do you call a bear with no teeth? A gummy bear
4337,What's the best part about dating a black girl? Not having to meet the father.
4338,"Today I was asked how I view lesbian relationships. Apparently ""in HD"" wasn't the right answer."
4339,Pedophiles are fucking immature assholes
4340,As I looked into her eyes I felt my knees go weak and my stomach turned to butterflies. That's when I realized I'd drugged the wrong glass.
4341,What was Hitler's favorite video game? Mein Kraft
4342,Why can't pirates finish the alphabet? They get lost at C.
4343,Where do suicide bombers go when they die? Everywhere!
4344,What do u call a hilarious Mexican herb?  Sillyantro
4345,What do you call an airplane that flies backwards? A receding airline
4346,What do you call a stoner with down syndrome? A baked potato.
4347,What do you call a group of confused Spanish speaking racists? The ¿Qué Qué Qué?
4348,I don't know why I broke up with my girl at the gym. I guess we just weren't working out.
4349,I once took a girl to Starbucks because I forgot her name.
4350,"What did the French man say when he tripped down the stairs? ""Eiffel."""
4351,Why do Jihadist Muslims only drink instant coffee? 'Cause they hate the French press
4352,"Got fired from the market for being too violent. All I did was put out a sign that said, ""take lettuce from top of pile or heads will roll!"""
4353,What's 7 inches long and hasn't been sucked in over 2 years? Whitney Houston's crack pipe.
4354,Why are there no casinos in Africa? Too many cheetahs.
4355,What's Bill Clinton's favorite instrument to play? His whore Monica.
4356,What's the difference between a feminist and a computer? You can punch information into a computer.
4357,When I was 6 I got coal from Santa. The next year I decided to get back at him and poison the cookies. The bastard found out and killed my dad
4358,I had such a crap day. First my ex got run over by a bus. Then I got fired from my job as a bus driver.
4359,"Where does Walmart keep the Terminator toys? Aisle B, back."
4360,Why are 490 Romans funny? Because XD
4361,"My girlfriend left me for an Indian guy. It's okay, I know he's going to treat her well. I heard they worship cows"
4362,What do I get when I pour my Root Beer into a square mug? Just Beer.
4363,I broke up with this cross eyed girl. I thought she was seeing someone else.
4364,Why do horses have such a low divorce rate? Because they're all in stable relationships.
4365,"I'm not sure what the first church on the moon will look like, but I'm sure the mass will be the same."
4366,"I have a bumper sticker that says, ""honk if you think I'm sexy"". I just sit at green lights until I feel good about myself."
4367,Why are redneck murders the hardest to solve? All the DNA matches and there's no dental records.
4368,What's the difference between Santa Claus and a jew? Santa goes down the chimney
4369,Why does Santa have such a big sack? Because he only comes once a year.
4370,What do Ethiopians get for Christmas? Hungry
4371,Who says love is dead? Necrophiliacs
4372,I'm making a TV series about a plane hijacking. We just shot the pilot.
4373,"Did Jesus ever get drunk? Not sure, but I heard he got hammered once."
4374,I accidentally gave my girlfriend a glue stick instead of chapstick. She's still not talking to me.
4375,What do they call Peter Pan in China? Peter Wok
4376,I tried uploading my sex tape to PornHub. They told me to try Vine.
4377,"During my prostate exam I asked the doctor, ""where should I put my pants""? ""Over there by mine"", was not the answer I was expecting."
4378,Why can't Jesus eat a cheeseburger? Because he's dead.
4379,"Once I had a machine that made counterfeit pennies. I regret it now, but it made a lot of cents at the time."
4380,How many people in denial does it take to change a light bulb? There is nothing wrong with the light bulb!
4381,Why did the riot police show up early to the protest? They wanted to beat the crowd.
4382,Somebody drilled a hole in the fence around the nudist colony. Police are looking into it.
4383,Gay jokes aren't funny. Come on guys!
4384,How can you tell my parents are abusive? Beats me
4385,What do you call Dracula's retarded cousin? Countdown
4386,Two consonants and a vowel go into a bar
4387,What did Barack Obama say when he dropped his shell at the beach? Oh no Michelle!
4388,I've been fired from work for putting in too many shifts. Keyboard manufacturing isn't as easy as you think.
4389,"The Nintendo 64 turned 18 last month, which means you can now legally blow the cartridges"
4390,Why is the camel called the ship of the desert? Because its full of Arab semen
4391,"A Zen student asked his master, ""Is it OK to use email?"" ""Yes,"" replied the master, ""But no attachments."""
4392,Why is Darth Vader so famous? He was the first black man to admit he is the father. 
4393,"What did Santa say to the hooker? ""Fuck the chimney, I'm cumming down her throat!"""
4394,"What does a Russian woman say to stop her husband from abusing her? Vladislov, baby don't hurt me, don't hurt me, no more.."
4395,"My ex-wife still misses me, but her aim is getting better!"
4396,I used to date a girl with one leg who worked at a brewery. She was in charge of the hops.
4397,"Why didn't Sean Connery get his roof fixed? He said he ""couldn't find a shingle person to do it."""
4398,"A book fell on Sean Connery's head. He replies ""I only have my shelf to blame""."
4399,When does Sean Connery show up to Wimbeldon? About tennish
4400,Sean Connery found his niche. She was in the garden playing with his nephew.
4401,Where does Sean Connery shit? On any chair he finds.
4402,How does Sean Connery shave? Ctrl+S
4403,"My doctor told me to eat more Taco Bell today. Technically he said, 'Less McDonald's' but I'm pretty sure I knew what he meant."
4404,Whats the difference between acne and a priest? Acne waits until a boy's 14 to come on his face.
4405,Why did the blonde tiptoe past the medicine cabinet? She didn't want to wake the sleeping pills.
4406,Why didn't the skeleton show up to the party? He had no guts.
4407,Why doesn't Superman need a boss? He already has supervision.
4408,"My wife is ""like a plunger"" when she gets drunk. She likes to bring up old shit."
4409,What do ISIS and Little Miss Muffet have in common? They both have kurds in their way
4410,What is al-queda's favorite football team? The New York Jets.
4411,What's the difference between Sara Palin's mouth and her vagina? Only one retarded thing came out of her vagina.
4412,What's better than seeing a woman wrestle? Seeing her box.
4413,What's the the key to telling an ISIS joke? The execution.
4414,Did you hear about the time Stevie Wonder got a cheese grater for Christmas? He said it was the most violent book he'd ever read.
4415,Girl are you sitting on an F5 key? Cause that ass is refreshing.
4416,What do you call immigrants to Sweden? Artificial Swedeners
4417,Why was Han Solo so suspicious when he put his penis inside Princess Leia for the first time? Because it was Luke warm.
4418,What did the pirate do after his parrot bit off his genitals? He got a woodpecker.
4419,Did you hear about the Leper going for the masturbation world record? Eventually he pulled it off!
4420,Have you heard my joke about the Ebola outbreak yet? Eh... Nevermind. You probably won't get it.
4421,"Accordion to a recent survey, replacing words with the names of musical instruments in a sentence often goes undetected."
4422,What do you call a soldier who has been mustard gassed and pepper sprayed?  A seasoned veteran
4423,Hickory Dickory Dock. Two mice ran up the clock. The clock struck one and the other got through with only minor injuries.
4424,I heard Alabama changed the drinking age to 32. They wanted to keep alcohol out of the high schools.
4425,Maybe I'm just ignorant. I don't know.
4426,What's the difference between a lentil and a chickpea? I've never begged to have a lentil on my face.
4427,I have an EpiPen. My friend gave it to me as he was dying. It seemed very important to him that I have it.
4428,My name is David and I had my ID stolen the other day. Now they just call me Dav.
4429,You are all too mean to fat people. You guys really need to lay off. They already have enough on their plates.
4430,"""Dad I don't want a puppy!"" ""Young Man, you'll eat what you're given in this house."""
4431,My psychiatrist says I have revenge issues. I'll show him.
4432,Did you hear? Sting was kidnapped! The Police still have no lead.
4433,"If you ever get in a knife fight with a group of clowns, go for the juggler"
4434,You know what I find odd? Numbers that aren't divisible by 2.
4435,"My girlfriend is weird, she always starts conversations with, ""Are you even listening to me!"""
4436,Why do bad farmers make good DJs? Because they've got sick beets!
4437,Where are average things manufactured? The satisfactory.
4438,"My Dad died recently, but unfortunately I slept in and missed the funeral. I guess I'm not a mourning person"
4439,Why aren't Mexicans ever indecisive? Because if they're on the fence too long they get caught.
